,full_name,used_name,kraj,kraj_skrot,wzrost,waga,plec,data_urodz,zdj,kolor_odl,kolor_hex,kolor_rgb
158,Frigyes Lajos Wiesner-Mezei (Wieszner),Frigyes Wiesner-Mezei,Hungary,HUN,None,None,Male,1887-09-26,http://d2a3o6pzho379u.cloudfront.net/71231.jpg,290.94,#c43535,"[196, 53, 53]"
159,Ragnar Olof Jakob Stenberg,Ragnar Stenberg,Finland,FIN,None,None,Male,1887-06-14,http://d2a3o6pzho379u.cloudfront.net/67813.jpg,nie wykryto nosa,nie wykryto nosa,nie wykryto nosa
160,Hermann von Bönninghausen,Hermann von Bönninghausen,Germany,GER,185,78,Male,1888-07-24,None,brak zdj,brak zdj,brak zdj
161,Ernestus Johannes Christiaan Greven,Ernestus Greven,Netherlands,NED,None,None,Male,1885-09-08,None,brak zdj,brak zdj,brak zdj
162,Edgar Graham Kiralfy,Edgar Kiralfy,United States,USA,None,None,Male,1884-08-20,None,brak zdj,brak zdj,brak zdj
163,Henry Sutton Harmer,Henry Harmer,Great Britain,GBR,None,None,Male,1883-07-08,None,brak zdj,brak zdj,brak zdj
164,Paul Fischer,Paul Fischer,Germany,GER,None,None,Male,1881-01-01,None,brak zdj,brak zdj,brak zdj
165,"Herbert Thorne ""Bertie"" Phillips",Bertie Phillips,South Africa,RSA,None,None,Male,1883-06-20,None,brak zdj,brak zdj,brak zdj
166,Francis Rod,Francis Rod,Switzerland,SUI,None,None,Male,1883-06-20,None,brak zdj,brak zdj,brak zdj
167,Ervin Déry,Ervin Déry,Hungary,HUN,None,None,Male,1883-06-20,None,brak zdj,brak zdj,brak zdj
168,Erik Majunko,Erik Majunko,Hungary,HUN,None,None,Male,1883-06-20,None,brak zdj,brak zdj,brak zdj
169,C. Vondracek,C. Vondracek,Bohemia,BOH,None,None,Male,1883-06-20,None,brak zdj,brak zdj,brak zdj
170,Ivar Gabriel Neumann,Ivar Neumann,Sweden,SWE,None,None,Male,1887-03-24,None,brak zdj,brak zdj,brak zdj
171,István Kiss,István Kiss,Hungary,HUN,None,None,Male,1887-03-24,None,brak zdj,brak zdj,brak zdj
172,Gaszton Toldy,Gaszton Toldy,Hungary,HUN,None,None,Male,1887-03-24,None,brak zdj,brak zdj,brak zdj
173,Karl Schwarz,Karl Schwarz,Germany,GER,None,None,Male,1883-01-01,None,brak zdj,brak zdj,brak zdj
174,Kornél Scheer,Kornél Scheer,Hungary,HUN,None,None,Male,1883-01-01,None,brak zdj,brak zdj,brak zdj
175,Charles-Louis Hervoche,Charles Hervoche,France,FRA,175,None,Male,1885-04-29,None,brak zdj,brak zdj,brak zdj
176,Kenneth Grant MacLeod,Kenneth MacLeod,Great Britain,GBR,None,None,Male,1888-02-02,http://d2a3o6pzho379u.cloudfront.net/922550.jpg,nie wykryto nosa,nie wykryto nosa,nie wykryto nosa
177,Lóránd Hámos,Lóránd Hámos,Hungary,HUN,None,None,Male,1888-02-02,None,brak zdj,brak zdj,brak zdj
178,Jenő Bartkó,Jenő Bartkó,Hungary,HUN,None,None,Male,1888-02-02,None,brak zdj,brak zdj,brak zdj
179,"Uno August ""Uuno"" Railo (Rosenberg-)",Uuno Railo,Finland,FIN,None,None,Male,1887-01-05,None,brak zdj,brak zdj,brak zdj
180,Jay Dashiell Whitham,Jay Whitham,United States,USA,None,None,Male,1885-12-19,None,brak zdj,brak zdj,brak zdj
181,Ernest Henry Hutcheon,Ernest Hutcheon,Australasia,ANZ,None,None,Male,1889-06-17,http://d2a3o6pzho379u.cloudfront.net/64710.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
182,Gustav Krojer,Gustav Krojer,Austria,AUT,None,None,Male,1885-06-30,http://d2a3o6pzho379u.cloudfront.net/64912.jpg,276.87,#d33e3e,"[210, 61, 61]"
183,Pierre Alexis Louis Failliot,Pierre Failliot,France,FRA,180,90,Male,1889-02-25,http://d2a3o6pzho379u.cloudfront.net/68228.jpg,209.17,#c97070,"[201, 112, 112]"
184,Dimitrios Muller (Miller),Dimitrios Muller,Greece,GRE,178,75,Male,1889-02-25,None,brak zdj,brak zdj,brak zdj
185,Zoltán Lajos Károly Ludinszky,Lajos Ludinszky,Hungary,HUN,None,None,Male,1889-10-09,None,brak zdj,brak zdj,brak zdj
186,Emilio Brambilla,Emilio Brambilla,Italy,ITA,None,None,Male,1882-06-26,None,brak zdj,brak zdj,brak zdj
187,Cornelis Johannes den Held,Cornelis den Held,Netherlands,NED,None,None,Male,1883-07-19,None,brak zdj,brak zdj,brak zdj
188,Nils Lauritz Dahl,Nils Dahl,Norway,NOR,174,63,Male,1882-11-12,http://d2a3o6pzho379u.cloudfront.net/74122.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
189,Forrest Custer Smithson,Forrest Smithson,United States,USA,183,81,Male,1884-09-26,http://d2a3o6pzho379u.cloudfront.net/79068.jpg,286.47,#af3d3d,"[174, 60, 60]"
190,"John Vinzenz Andrew de Villiers ""Vincent"" Duncker",Vincent Duncker,Germany,GER,184,77,Male,1884-11-09,http://d2a3o6pzho379u.cloudfront.net/79902.jpg,306.45,#ce2a29,"[205, 41, 40]"
191,George Albert Hawkins,George Hawkins,Great Britain,GBR,None,None,Male,1883-10-15,http://d2a3o6pzho379u.cloudfront.net/69124.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
192,Lionel James de Balle Reed,Lionel Reed,Great Britain,GBR,None,None,Male,1883-12-31,None,brak zdj,brak zdj,brak zdj
193,Károly Radóczy,Károly Radóczy,Hungary,HUN,None,None,Male,1885-08-30,None,brak zdj,brak zdj,brak zdj
194,"Samuel ""Sam"" Hurdsfield",Sam Hurdsfield,Great Britain,GBR,None,None,Male,1876-03-19,None,brak zdj,brak zdj,brak zdj
195,Sven Låftman,Sven Låftman,Sweden,SWE,183,80,Male,1887-12-16,http://d2a3o6pzho379u.cloudfront.net/76243.jpg,184.02,#b38c85,"[179, 140, 132]"
196,"Hendrik Jacob ""Henk"" van der Wal",Henk van der Wal,Netherlands,NED,None,None,Male,1886-08-20,http://d2a3o6pzho379u.cloudfront.net/73893.jpg,241.33,#a86060,"[168, 95, 95]"
197,Fernand Lucien Jean-Baptiste Halbart,Fernand Halbart,Belgium,BEL,None,None,Male,1882-04-22,None,brak zdj,brak zdj,brak zdj
198,Ludwig Hussak,Ludwig Hussak,Austria,AUT,None,None,Male,1883-07-31,http://d2a3o6pzho379u.cloudfront.net/24051.jpg,252.12,#975d5c,"[151, 93, 91]"
199,Sandór Veres,Sandór Veres,Hungary,HUN,None,None,Male,1883-07-31,None,brak zdj,brak zdj,brak zdj
200,Géza Gráber,Géza Gráber,Hungary,HUN,None,None,Male,1883-07-31,None,brak zdj,brak zdj,brak zdj
201,László Lichteneckert,László Lichteneckert,Hungary,HUN,None,None,Male,1882-12-16,None,brak zdj,brak zdj,brak zdj
202,Richard Keeble Mason,Richard Mason,United States,USA,None,None,Male,1883-10-11,None,brak zdj,brak zdj,brak zdj
203,O. Georges Dubois,Georges Dubois,France,FRA,None,None,Male,1883-10-11,None,brak zdj,brak zdj,brak zdj
204,Wyndham Halswelle,Wyndham Halswelle,Great Britain,GBR,None,None,Male,1882-05-30,http://d2a3o6pzho379u.cloudfront.net/69104.jpg,nie wykryto nosa,nie wykryto nosa,nie wykryto nosa
205,Otto-Paul Trieloff,Otto Trieloff,Germany,GER,None,None,Male,1885-11-17,None,brak zdj,brak zdj,brak zdj
206,John Cox Atlee,John Atlee,United States,USA,180,66,Male,1882-10-30,None,brak zdj,brak zdj,brak zdj
207,"John Carlyle ""Johnny"" Garrels",Johnny Garrels,United States,USA,185,89,Male,1885-11-18,http://d2a3o6pzho379u.cloudfront.net/78438.jpg,207.2,#c38166,"[195, 128, 102]"
208,"Arthur Briggs ""Art"" Shaw",Art Shaw,United States,USA,183,76,Male,1886-04-28,http://d2a3o6pzho379u.cloudfront.net/79024.jpg,216.33,#a37475,"[163, 116, 116]"
209,William Baker McNear Rand,William Rand,United States,USA,183,70,Male,1886-04-07,http://d2a3o6pzho379u.cloudfront.net/78929.jpg,271.39,#954e4e,"[148, 78, 78]"
210,Eric Robert James Hussey,Eric Hussey,Great Britain,GBR,None,None,Male,1885-04-24,http://d2a3o6pzho379u.cloudfront.net/69175.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
211,William Alexander Knyvett,William Knyvett,Great Britain,GBR,None,None,Male,1882-05-28,None,brak zdj,brak zdj,brak zdj
212,Alfred Hearn Healey,Alfred Healey,Great Britain,GBR,None,None,Male,1879-07-13,http://d2a3o6pzho379u.cloudfront.net/69126.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
213,Cecil Edward Kinahan,Cecil Kinahan,Great Britain,GBR,None,None,Male,1879-04-15,None,brak zdj,brak zdj,brak zdj
214,David Wallis Walters,Wallis Walters,Great Britain,GBR,None,None,Male,1878-01-02,None,brak zdj,brak zdj,brak zdj
215,Leonard Vernon Howe,Leonard Howe,United States,USA,177,68,Male,1886-12-10,None,brak zdj,brak zdj,brak zdj
216,Laurence A. Kiely,Laurence Kiely,Great Britain,GBR,None,None,Male,1880-10-22,http://d2a3o6pzho379u.cloudfront.net/69217.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
217,Oswald Jacob Groenings (-Birkbeck),Oswald Groenings,Great Britain,GBR,None,None,Male,1880-05-20,None,brak zdj,brak zdj,brak zdj
218,"Timothy Joseph ""Tim"" Ahearne",Tim Ahearne,Great Britain,GBR,170,57,Male,1885-08-17,http://d2a3o6pzho379u.cloudfront.net/68831.jpg,304.4,#d62a2a,"[213, 41, 41]"
219,Henry St. Aubyn Murray,Henry Murray,Australasia,ANZ,None,None,Male,1886-01-14,http://d2a3o6pzho379u.cloudfront.net/64756.jpg,304.86,#cc2a2a,"[204, 42, 42]"
220,Cyril Arthur Halligan,Arthur Halligan,Great Britain,GBR,None,None,Male,1886-11-10,None,brak zdj,brak zdj,brak zdj
221,Kenneth Powell,Kenneth Powell,Great Britain,GBR,None,None,Male,1885-04-08,http://d2a3o6pzho379u.cloudfront.net/69402.jpg,273.05,#db4040,"[218, 63, 63]"
222,Nándor Kovács (Kováts),Nándor Kovács,Hungary,HUN,None,None,Male,1881-05-18,http://d2a3o6pzho379u.cloudfront.net/71210.jpg,270.61,#825555,"[130, 85, 85]"
223,Edward Eastlake Leader,Edward Leader,Great Britain,GBR,None,None,Male,1882-08-28,None,brak zdj,brak zdj,brak zdj
224,"Douglas Annesley David ""Doug"" Stupart",Doug Stupart,South Africa,RSA,None,None,Male,1882-03-30,http://d2a3o6pzho379u.cloudfront.net/75327.jpg,256.27,#b85151,"[184, 80, 80]"
225,"Edward Baldwin ""Ted"" Savage",Ted Savage,Canada,CAN,None,None,Male,1887-01-15,None,brak zdj,brak zdj,brak zdj
226,Oscar Runo Lemming,Oscar Lemming,Sweden,SWE,None,None,Male,1886-10-11,None,brak zdj,brak zdj,brak zdj
227,Wilhelm Arnt Blystad,Wilhelm Blystad,Norway,NOR,None,None,Male,1881-09-15,None,brak zdj,brak zdj,brak zdj
228,J. Frere,J. Frere,Belgium,BEL,None,None,Male,1881-09-15,None,brak zdj,brak zdj,brak zdj
229,"Franklin James ""Frank"" Natwick",Frank Natwick,United States,USA,None,None,Male,1887-04-10,None,brak zdj,brak zdj,brak zdj
230,Emile Hautekeet,Emile Hautekeet,Belgium,BEL,None,None,Male,1887-04-10,None,brak zdj,brak zdj,brak zdj
231,Iván Medgyessy,Iván Medgyessy,Hungary,HUN,None,None,Male,1887-04-10,None,brak zdj,brak zdj,brak zdj
232,Douglas Raymond Robbins,Douglas Robbins,United States,USA,None,None,Male,1886-12-03,None,brak zdj,brak zdj,brak zdj
233,John Leon Hartranft,John Hartranft,United States,USA,None,None,Male,1887-04-08,None,brak zdj,brak zdj,brak zdj
234,Gottlieb Théophile Eugène Edmond Steiner,Eugène Steiner,France,FRA,170,None,Male,1883-04-01,http://d2a3o6pzho379u.cloudfront.net/922546.jpg,nie wykryto nosa,nie wykryto nosa,nie wykryto nosa
235,"Alexander ""Alex"" Gordon",Alex Gordon,Great Britain,GBR,None,None,Male,1883-04-01,None,brak zdj,brak zdj,brak zdj
236,Georges Emile Léonard Durbec,Georges Durbec,France,FRA,169,None,Male,1883-12-05,None,brak zdj,brak zdj,brak zdj
237,Ernő Kéméndy,Ernő Kéméndy,Hungary,HUN,None,None,Male,1883-12-05,None,brak zdj,brak zdj,brak zdj
238,Paul Marie Joseph Cazenave,Paul Cazenave,France,FRA,191,75,Male,1883-10-06,None,brak zdj,brak zdj,brak zdj
239,Harald Axel Fredrik Ljung,Axel Ljung,Sweden,SWE,None,None,Male,1884-03-31,http://d2a3o6pzho379u.cloudfront.net/31109.jpg,223.6,#b36e67,"[179, 109, 102]"
240,George Henry Barber,George Barber,Canada,CAN,None,None,Male,1884-08-23,None,brak zdj,brak zdj,brak zdj
241,"Calvin David ""Cal"" Bricker",Cal Bricker,Canada,CAN,None,None,Male,1884-11-03,http://d2a3o6pzho379u.cloudfront.net/65972.jpg,253.78,#b95352,"[184, 83, 82]"
242,James Abram Garfield MacDonald,Garfield MacDonald,Canada,CAN,185,76,Male,1881-08-08,http://d2a3o6pzho379u.cloudfront.net/66142.jpg,172.54,#d38989,"[210, 137, 137]"
243,Ödön Holits,Ödön Holits,Hungary,HUN,None,None,Male,1886-12-07,http://d2a3o6pzho379u.cloudfront.net/71167.jpg,220.73,#aa726c,"[169, 114, 107]"
244,Alfredo Pagani,Alfredo Pagani,Italy,ITA,None,None,Male,1887-09-06,None,brak zdj,brak zdj,brak zdj
245,Bruno Julius Wagner,Julius Wagner,Germany,GER,185,82,Male,1882-10-12,http://d2a3o6pzho379u.cloudfront.net/75937.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
246,"Edward Tiffin ""Ed"" Cook, Jr.",Ed Cook,United States,USA,178,66,Male,1888-11-27,http://d2a3o6pzho379u.cloudfront.net/78262.jpg,284.25,#b03e3e,"[176, 61, 61]"
247,James Norman Carlton Patterson,Norman Patterson,United States,USA,180,67,Male,1886-07-04,None,brak zdj,brak zdj,brak zdj
248,Ralph Cook Craig,Ralph Craig,United States,USA,182,73,Male,1889-06-21,http://d2a3o6pzho379u.cloudfront.net/61691.jpg,239.39,#ba5f5b,"[185, 94, 91]"
249,Alvah T. Meyer,Alvah Meyer,United States,USA,173,65,Male,1888-07-18,http://d2a3o6pzho379u.cloudfront.net/78788.jpg,308.89,#b92a2a,"[185, 42, 42]"
250,Donald Fithian Lippincott,Donald Lippincott,United States,USA,178,72,Male,1893-11-16,http://d2a3o6pzho379u.cloudfront.net/78705.jpg,272.44,#d94041,"[217, 63, 64]"
251,George Herbert Patching,George Patching,South Africa,RSA,184,77,Male,1886-09-15,http://d2a3o6pzho379u.cloudfront.net/75305.jpg,212.49,#ab7575,"[170, 116, 117]"
252,Frank Vern Belote,Frank Belote,United States,USA,172,69,Male,1883-10-08,http://d2a3o6pzho379u.cloudfront.net/78101.jpg,260.93,#b64f4d,"[182, 79, 76]"
253,Howard Porter Drew,Howard Drew,United States,USA,172,65,Male,1890-06-28,http://d2a3o6pzho379u.cloudfront.net/78339.jpg,254.73,#905d5d,"[143, 92, 92]"
254,John Ira Courtney,Ira Courtney,United States,USA,180,72,Male,1889-04-27,http://d2a3o6pzho379u.cloudfront.net/78269.jpg,267.06,#d44545,"[211, 68, 68]"
255,David Henry Jacobs,David Jacobs,Great Britain,GBR,175,70,Male,1888-04-30,http://d2a3o6pzho379u.cloudfront.net/69189.jpg,230.49,#be6462,"[189, 99, 97]"
256,Richard Rudolf Rau,Richard Rau,Germany,GER,178,67,Male,1889-08-26,http://d2a3o6pzho379u.cloudfront.net/70456.jpg,nie wykryto nosa,nie wykryto nosa,nie wykryto nosa
257,"William Reuben ""Willie"" Applegarth",Willie Applegarth,Great Britain,GBR,170,59,Male,1890-05-11,http://d2a3o6pzho379u.cloudfront.net/68844.jpg,274.19,#ba4542,"[185, 68, 66]"
258,Reuben Povey,Reuben Povey,South Africa,RSA,None,None,Male,1889-07-02,None,brak zdj,brak zdj,brak zdj
259,Peter Clarence Gerhardt,Peter Gerhardt,United States,USA,175,68,Male,1877-11-26,http://d2a3o6pzho379u.cloudfront.net/78449.jpg,286.16,#ba3b3b,"[186, 58, 58]"
260,Richard Goodenough Rice,Richard Rice,Great Britain,GBR,None,None,Male,1886-03-19,http://d2a3o6pzho379u.cloudfront.net/69430.jpg,296.98,#ba362f,"[186, 53, 47]"
261,William Allen Stewart,William Stewart,Australasia,ANZ,None,None,Male,1889-10-22,http://d2a3o6pzho379u.cloudfront.net/64805.jpg,308.16,#cb2c25,"[203, 43, 36]"
262,Bedřich Vygoda,Bedřich Vygoda,Bohemia,BOH,None,None,Male,1894-05-29,None,brak zdj,brak zdj,brak zdj
263,"Rupert Broas Thomas, Jr.",Rupert Thomas,United States,USA,183,70,Male,1890-11-21,None,brak zdj,brak zdj,brak zdj
264,Anton Carl Erwin Kern,Erwin Kern,Germany,GER,184,81,Male,1888-08-23,http://d2a3o6pzho379u.cloudfront.net/70332.jpg,300.62,#c32f2f,"[195, 46, 46]"
265,Pál Szalay (Szalav),Pál Szalay,Hungary,HUN,180,77,Male,1892-06-30,None,brak zdj,brak zdj,brak zdj
266,Ivan Mauritz Möller,Ivan Möller,Sweden,SWE,None,None,Male,1884-02-12,http://d2a3o6pzho379u.cloudfront.net/76314.jpg,nie wykryto nosa,nie wykryto nosa,nie wykryto nosa
267,Karl August Luther,Karl August Luther,Sweden,SWE,179,64,Male,1885-08-08,http://d2a3o6pzho379u.cloudfront.net/76293.jpg,301.28,#8c3a3a,"[140, 58, 58]"
268,Arthur Emilius David Anderson,Arthur Anderson,Great Britain,GBR,None,None,Male,1886-09-30,None,brak zdj,brak zdj,brak zdj
269,Léon Joseph Aelter (-Freddy),Joseph Aelter,Belgium,BEL,None,None,Male,1890-01-06,None,brak zdj,brak zdj,brak zdj
270,"Francesco Maria Giuseppe ""Franco"" Giongo",Franco Giongo,Italy,ITA,None,None,Male,1891-07-27,http://d2a3o6pzho379u.cloudfront.net/71999.jpg,nie wykryto nosa,nie wykryto nosa,nie wykryto nosa
271,Rolf Viktor Smedmark,Rolf Smedmark,Sweden,SWE,183,71,Male,1886-01-01,http://d2a3o6pzho379u.cloudfront.net/76387.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
272,René Fernand Alexandre Mourlon,René Mourlon,France,FRA,169,65,Male,1893-05-12,http://d2a3o6pzho379u.cloudfront.net/68416.jpg,265.27,#a54e4e,"[165, 78, 78]"
273,István Lajos János Jankovich,István Jankovich,Hungary,HUN,None,None,Male,1889-10-17,None,brak zdj,brak zdj,brak zdj
274,Ferenc (František-) Szobota,Ferenc Szobota,Hungary,HUN,None,None,Male,1891-08-30,None,brak zdj,brak zdj,brak zdj
275,"John Armstrong ""Army"" Howard",Army Howard,Canada,CAN,189,None,Male,1888-10-06,http://d2a3o6pzho379u.cloudfront.net/66094.jpg,306.44,#ae2e2e,"[173, 46, 46]"
276,"Victor Henry Augustus ""Vic"" d'Arcy",Vic d'Arcy,Great Britain,GBR,172,63,Male,1887-06-30,http://d2a3o6pzho379u.cloudfront.net/68998.jpg,252.28,#bb5551,"[186, 85, 81]"
277,Clement Pierce Wilson,Clement Wilson,United States,USA,178,64,Male,1891-02-01,None,brak zdj,brak zdj,brak zdj
278,Rudolf Rauch,Rudolf Rauch,Austria,AUT,None,None,Male,1893-04-16,http://d2a3o6pzho379u.cloudfront.net/64941.jpg,247.05,#cb5950,"[202, 89, 79]"
279,António Stromp,António Stromp,Portugal,POR,None,None,Male,1894-06-13,http://d2a3o6pzho379u.cloudfront.net/74987.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
280,Per Fredrik Ture Person,Ture Person,Sweden,SWE,188,80,Male,1892-11-23,http://d2a3o6pzho379u.cloudfront.net/76351.jpg,210.51,#b77373,"[182, 115, 115]"
281,Henry Maitland Macintosh,Henry Macintosh,Great Britain,GBR,173,66,Male,1892-06-10,http://d2a3o6pzho379u.cloudfront.net/69269.jpg,222.77,#ba6b67,"[186, 106, 103]"
282,Fritz Weinzinger,Fritz Weinzinger,Austria,AUT,None,None,Male,1890-07-14,http://d2a3o6pzho379u.cloudfront.net/64972.jpg,nie wykryto nosa,nie wykryto nosa,nie wykryto nosa
283,"Harold William ""Hal"" Heiland",Hal Heiland,United States,USA,180,70,Male,1890-04-26,None,brak zdj,brak zdj,brak zdj
284,Frank Duncan McConnell,Frank McConnell,Canada,CAN,None,None,Male,1887-01-17,None,brak zdj,brak zdj,brak zdj
285,Julien Joseph Jean Boullery,Julien Boullery,France,FRA,172,None,Male,1886-10-04,http://d2a3o6pzho379u.cloudfront.net/68088.jpg,283.33,#9f4343,"[158, 66, 66]"
286,Max Herrmann,Max Herrmann,Germany,GER,176,67,Male,1885-03-17,None,brak zdj,brak zdj,brak zdj
287,Oskar Ragnar Birger Ekberg,Ragnar Ekberg,Sweden,SWE,None,None,Male,1886-08-12,http://d2a3o6pzho379u.cloudfront.net/76113.jpg,204.97,#a67c7c,"[166, 124, 124]"
288,Henry Edward Hugh Blakeney,Henry Blakeney,Great Britain,GBR,None,None,Male,1890-10-06,None,brak zdj,brak zdj,brak zdj
289,"Harry Burkholder ""Hal"" Beasley",Hal Beasley,Canada,CAN,None,None,Male,1892-03-14,http://d2a3o6pzho379u.cloudfront.net/65960.jpg,nie wykryto nosa,nie wykryto nosa,nie wykryto nosa
290,"Peder Alexander ""Alex"" Pedersen",Alex Pedersen,Norway,NOR,182,70,Male,1891-02-04,None,brak zdj,brak zdj,brak zdj
291,Pavel de Shtiglits,Pavel de Shtiglits,Russian Federation,RUS,None,None,Male,1892-01-01,None,brak zdj,brak zdj,brak zdj
292,Nils Anton Skotte Jacobsson,Skotte Jacobsson,Sweden,SWE,170,63,Male,1888-02-24,http://d2a3o6pzho379u.cloudfront.net/76207.jpg,nie wykryto nosa,nie wykryto nosa,nie wykryto nosa
293,Fritz Fleischer,Fritz Fleischer,Austria,AUT,None,None,Male,1894-03-02,http://d2a3o6pzho379u.cloudfront.net/64891.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
294,Ladislav Jiránek-Strana,Ladislav Jiránek-Strana,Bohemia,BOH,None,None,Male,1883-02-26,None,brak zdj,brak zdj,brak zdj
295,Pablo Enrique Alberto Eitel Schmidt,Pablo Eitel,Chile,CHI,174,None,Male,1888-04-11,None,brak zdj,brak zdj,brak zdj
296,Robert Schürrer,Robert Schürrer,France,FRA,None,None,Male,1890-03-24,http://d2a3o6pzho379u.cloudfront.net/68497.jpg,260.69,#a55252,"[165, 81, 81]"
297,Dimitrios Triantafyllakos,Dimitrios Triantafyllakos,Greece,GRE,None,None,Male,1890-04-03,None,brak zdj,brak zdj,brak zdj
298,Leopolds Lēvenšteins,Leopolds Lēvenšteins,Russian Federation,RUS,None,None,Male,1893-12-13,None,brak zdj,brak zdj,brak zdj
299,Charles Louis Lelong,Charles Lelong,France,FRA,174,None,Male,1891-03-18,http://d2a3o6pzho379u.cloudfront.net/68358.jpg,278.46,#994848,"[152, 71, 71]"
300,"Johannes Antonius Constantius Marie ""Jan"" Grijseels",Jan Grijseels,Netherlands,NED,177,None,Male,1890-10-06,http://d2a3o6pzho379u.cloudfront.net/73816.jpg,265.4,#a74e4e,"[167, 77, 77]"
301,Richard Schwarz,Richard Schwarz,Russian Federation,RUS,None,None,Male,1890-01-08,http://d2a3o6pzho379u.cloudfront.net/75444.jpg,280.64,#dc3a3a,"[219, 58, 58]"
302,Jón Halldórsson,Jón Halldórsson,Iceland,ISL,None,None,Male,1889-11-02,http://d2a3o6pzho379u.cloudfront.net/71647.jpg,209.62,#bf796b,"[190, 120, 107]"
303,Dušan Milošević,Dušan Milošević,Serbia,SRB,171,62,Male,1894-05-25,http://d2a3o6pzho379u.cloudfront.net/75550.jpg,223.85,#c96962,"[200, 104, 98]"
304,Georges-Joseph Jean Baptiste Rolot,Georges Rolot,France,FRA,182,None,Male,1889-05-10,http://d2a3o6pzho379u.cloudfront.net/68480.jpg,267.21,#a44d4d,"[164, 77, 77]"
305,Václav Labík-Gregan,Václav Labík-Gregan,Bohemia,BOH,None,None,Male,1893-09-11,None,brak zdj,brak zdj,brak zdj
306,Marius François Louis Delaby,Marius Delaby,France,FRA,None,None,Male,1890-06-13,http://d2a3o6pzho379u.cloudfront.net/68177.jpg,247.35,#ab5a5a,"[171, 90, 90]"
307,Herman Sotaaen (-Naess),Herman Sotaaen,Norway,NOR,175,64,Male,1888-08-27,None,brak zdj,brak zdj,brak zdj
308,Charles Duncan Macmillan,Duncan Macmillan,Great Britain,GBR,None,None,Male,1890-06-01,None,brak zdj,brak zdj,brak zdj
309,Emil Ketterer,Emil Ketterer,Germany,GER,183,80,Male,1883-08-06,http://d2a3o6pzho379u.cloudfront.net/70334.jpg,308.01,#c42929,"[196, 41, 41]"
